TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
59526094,QUIERO VER AMANECER,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/09/2022,WORKS REGISTRATION,T3143268484,Reconciled
59526094,QUIERO VER AMANECER,W," ",AMARO PEREZ VICTOR EDUARDO,100.00,01055196755,"BMI     ",12/09/2022,WORKS REGISTRATION,T3143268484,Reconciled
59920740,SE ME SOLTO EL HOCICO,W," ",MARTINEZ MIER AARON MIJAIL,100.00,00350950274,"SACM    ",03/09/2023,WORKS REGISTRATION,T3159486865,Reconciled
59920740,SE ME SOLTO EL HOCICO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/09/2023,WORKS REGISTRATION,T3159486865,Reconciled
60019548,LA EVOLUCION,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864723,Pending Society Review
60019548,LA EVOLUCION,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864723,Pending Society Review
60019556,PERRO TEJONERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864347,Pending Society Review
60019556,PERRO TEJONERO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864347,Pending Society Review
60019564,YO SOY EL MENCHO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864336,Pending Society Review
60019564,YO SOY EL MENCHO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152864336,Pending Society Review
60019588,SE PISTEARON LOS JEFES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152863786,Pending Society Review
60019588,SE PISTEARON LOS JEFES,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152863786,Pending Society Review
60019681,ALFREDO CORRALES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152863300,Reconciled
60019681,ALFREDO CORRALES,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152863300,Reconciled
60019714,EL HT,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152862910,Pending Society Review
60019714,EL HT,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",01/17/2023,WORKS REGISTRATION,T3152862910,Pending Society Review
60028859,LA ESCUELITA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858185,Reconciled
60028859,LA ESCUELITA,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858185,Reconciled
60028871,LABERINTO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858049,Pending Society Review
60028871,LABERINTO,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858049,Pending Society Review
60028872,MALENTENDIDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857966,Pending Society Review
60028872,MALENTENDIDO,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857966,Pending Society Review
60028873,HAZME ENTENDER,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857886,Pending Society Review
60028873,HAZME ENTENDER,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857886,Pending Society Review
60028875,CONCLUSION,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857717,Pending Society Review
60028875,CONCLUSION,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857717,Pending Society Review
60028883,ILUSION DE AMOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857784,Pending Society Review
60028883,ILUSION DE AMOR,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152857784,Pending Society Review
60028890,HISTORIA DE AMOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858027,Pending Society Review
60028890,HISTORIA DE AMOR,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/18/2023,WORKS REGISTRATION,T3152858027,Pending Society Review
60216315,LOS JUNIFRESAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/31/2023,WORKS REGISTRATION,T3154258096,Pending Society Review
60216315,LOS JUNIFRESAS,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",01/31/2023,WORKS REGISTRATION,T3154258096,Pending Society Review
60595513,HAY NIVELES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/21/2023,WORKS REGISTRATION,T3157069546,Reconciled
60595513,HAY NIVELES,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",02/21/2023,WORKS REGISTRATION,T3157069546,Reconciled
60595513,HAY NIVELES,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",02/21/2023,WORKS REGISTRATION,T3157069546,Reconciled
60752894,MALACO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/07/2023,WORKS REGISTRATION,T3159341507,Pending Society Review
60752894,MALACO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",03/07/2023,WORKS REGISTRATION,T3159341507,Pending Society Review
61033815,EL PEZ,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671730,Pending Society Review
61033815,EL PEZ,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671730,Pending Society Review
61033817,EL MALUCO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671649,Pending Society Review
61033817,EL MALUCO,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671649,Pending Society Review
61033824,EL AMERICANO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671401,Pending Society Review
61033824,EL AMERICANO,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671401,Pending Society Review
61033825,EL DE TIQUICHEO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161600795,Reconciled
61033825,EL DE TIQUICHEO,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161600795,Reconciled
61033846,TAPANDO BOCAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671398,Pending Society Review
61033846,TAPANDO BOCAS,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671398,Pending Society Review
61033856,LA TREGUA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671683,Pending Society Review
61033856,LA TREGUA,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671683,Pending Society Review
61033884,IVAN PIMENTEL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671605,Pending Society Review
61033884,IVAN PIMENTEL,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671605,Pending Society Review
61033885,EL DE LA H,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161601323,Pending Society Review
61033885,EL DE LA H,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161601323,Pending Society Review
61033886,EL COMPA JUAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671536,Pending Society Review
61033886,EL COMPA JUAN,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",03/24/2023,WORKS REGISTRATION,T3161671536,Pending Society Review
61081208,JEFE FRESA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/28/2023,WORKS REGISTRATION,T3162786003,Reconciled
61081208,JEFE FRESA,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",03/28/2023,WORKS REGISTRATION,T3162786003,Reconciled
61211854,VOY A DARLES LA RAZON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/19/2023,WORKS REGISTRATION,"           ",Pending Society Review
61211854,VOY A DARLES LA RAZON,W," ",MOLINA MARIA DOLORES,33.33,"           ","NA      ",04/19/2023,WORKS REGISTRATION,"           ",Pending Society Review
61211854,VOY A DARLES LA RAZON,W," ",CORONEL GONZALEZ AMANDA YARELY,33.33,00870762514,"BMI     ",04/19/2023,WORKS REGISTRATION,"           ",Pending Society Review
61211854,VOY A DARLES LA RAZON,W," ",RIOS ECHEVERRIA ADRIANA ISABEL (MS),33.34,01113815000,"BMI     ",04/19/2023,WORKS REGISTRATION,"           ",Pending Society Review
61211970,UNO DE LOS BUENOS,W," ",LOPEZ SOTO GERARDO ALEJANDRO,33.33,00725122279,"SACM    ",04/17/2023,WORKS REGISTRATION,T3288590074,Pending Society Review
61211970,UNO DE LOS BUENOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/17/2023,WORKS REGISTRATION,T3288590074,Pending Society Review
61211970,UNO DE LOS BUENOS,W," ",MONTERRUBIO VERA ZABDIEL JOAQUIN,33.33,00673541043,"SACM    ",04/17/2023,WORKS REGISTRATION,T3288590074,Pending Society Review
61211970,UNO DE LOS BUENOS,W," ",RIOS ECHEVERRIA ADRIANA ISABEL (MS),33.34,01113815000,"BMI     ",04/17/2023,WORKS REGISTRATION,T3288590074,Pending Society Review
61294537,FUI CHALITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/12/2023,WORKS REGISTRATION,T3168846428,Reconciled
61294537,FUI CHALITO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",04/12/2023,WORKS REGISTRATION,T3168846428,Reconciled
61682394,LA CRUDA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585472,Reconciled
61682394,LA CRUDA,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585472,Reconciled
61682411,EL MUNDO ENCIMA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585267,Reconciled
61682411,EL MUNDO ENCIMA,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585267,Reconciled
61682447,SERIOUS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177665833,Reconciled
61682447,SERIOUS,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177665833,Reconciled
61682453,SIGO EN PRISION,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585063,Reconciled
61682453,SIGO EN PRISION,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585063,Reconciled
61682458,DE BUENA MADERA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585427,Reconciled
61682458,DE BUENA MADERA,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177585427,Reconciled
61682463,AMAS MAS A TU EX,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177665559,Reconciled
61682463,AMAS MAS A TU EX,W," ",VILLANUEVA SALAZAR JOHNY ADAIR,100.00,01117302210,"BMI     ",05/05/2023,WORKS REGISTRATION,T3177665559,Reconciled
62060784,EL POTRO DEL ALMA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/01/2023,CUE SHEET,"           ",
62060784,EL POTRO DEL ALMA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",06/01/2023,CUE SHEET,"           ",
62106391,GRITOS AL DIABLO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092726,Reconciled
62106391,GRITOS AL DIABLO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092726,Reconciled
62106395,KEKO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092599,Reconciled
62106395,KEKO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092599,Reconciled
62106410,LICHA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092533,Reconciled
62106410,LICHA,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",06/03/2023,WORKS REGISTRATION,T3183092533,Reconciled
62129372,LA PINATA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/06/2023,WORKS REGISTRATION,T3183127171,Reconciled
62129372,LA PINATA,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",06/06/2023,WORKS REGISTRATION,T3183127171,Reconciled
62129694,ME QUEDE ESPERANDO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/06/2023,WORKS REGISTRATION,T3183046466,Reconciled
62129694,ME QUEDE ESPERANDO,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",06/06/2023,WORKS REGISTRATION,T3183046466,Reconciled
62129837,SE TE ACABO TU BABOSO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/06/2023,WORKS REGISTRATION,T3183045690,Reconciled
62129837,SE TE ACABO TU BABOSO,W," ",IBARRA NAVARRO ALBERTO,100.00,00857340912,"NA      ",06/06/2023,WORKS REGISTRATION,T3183045690,Reconciled
62137721,LA VIDA CARA,W," ",HURTADO MEDINA EDGAR SALVADOR,50.00,00589742096,"BMI     ",06/15/2023,WORKS REGISTRATION,T3225780934,Reconciled
62137721,LA VIDA CARA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",06/15/2023,WORKS REGISTRATION,T3225780934,Reconciled
62137721,LA VIDA CARA,W," ",OCHOA CARRENO INDALFER,50.00,01018650088,"SACM    ",06/15/2023,WORKS REGISTRATION,T3225780934,Reconciled
62169633,CAMBIE LA JUGADA,P,O,SONGS OF AFINARTE,50.00,00817874992,"BMI     ",06/10/2023,WORKS REGISTRATION,T3184137864,Reconciled
62169633,CAMBIE LA JUGADA,P,O,MUSIC OF AFINARTE,50.00,00817094629,"SESAC   ",06/10/2023,WORKS REGISTRATION,T3184137864,Reconciled
62169633,CAMBIE LA JUGADA,W," ",PEREZ JOSE ANGEL,50.00,00365192941,"SESAC   ",06/10/2023,WORKS REGISTRATION,T3184137864,Reconciled
62169633,CAMBIE LA JUGADA,W," ",LEON CARLOS OCTAVIO MR,50.00,01198673598,"BMI     ",06/10/2023,WORKS REGISTRATION,T3184137864,Reconciled
62818071,CLEMENTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/02/2023,WORKS REGISTRATION,T3202221834,Reconciled
62818071,CLEMENTE,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",08/02/2023,WORKS REGISTRATION,T3202221834,Reconciled
63065291,BELICO Y PLACOSO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/15/2023,WORKS REGISTRATION,T3206991591,Reconciled
63065291,BELICO Y PLACOSO,W," ",ALVARADO GALVAN OSCAR EDUARDO,100.00,00765797181,"NA      ",08/15/2023,WORKS REGISTRATION,T3206991591,Reconciled
63065335,EL R5,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/15/2023,WORKS REGISTRATION,T3206991580,Reconciled
63065335,EL R5,W," ",BETANCOURT HERNANDEZ KEVIN HERLINDO,100.00,01085404859,"BMI     ",08/15/2023,WORKS REGISTRATION,T3206991580,Reconciled
63065344,EL X6,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/15/2023,WORKS REGISTRATION,T3206992118,Reconciled
63065344,EL X6,W," ",BETANCOURT HERNANDEZ KEVIN HERLINDO,100.00,01085404859,"BMI     ",08/15/2023,WORKS REGISTRATION,T3206992118,Reconciled
63171993,100PRE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508823,Reconciled
63171993,100PRE,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508823,Reconciled
63172051,POR TI TODO LO DOY,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508572,Reconciled
63172051,POR TI TODO LO DOY,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508572,Reconciled
63172104,EL CUERVO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508221,Reconciled
63172104,EL CUERVO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508221,Reconciled
63172117,ELLA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508276,Pending Society Review
63172117,ELLA,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508276,Pending Society Review
63172121,AL PASAR LA LISTA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507977,Reconciled
63172121,AL PASAR LA LISTA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507977,Reconciled
63172123,FROXTIX LA EMPRESA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508038,Reconciled
63172123,FROXTIX LA EMPRESA,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209508038,Reconciled
63172142,GRACIAS A TI,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507886,Reconciled
63172142,GRACIAS A TI,W," ",QUEZADA ALFONSO DE JESUS JR MR,100.00,00870476513,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507886,Reconciled
63172248,CHULOS OJOTES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507375,Reconciled
63172248,CHULOS OJOTES,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507375,Reconciled
63172248,CHULOS OJOTES,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",08/23/2023,WORKS REGISTRATION,T3209507375,Reconciled
63177017,EL NINO DE LOS COPALES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",08/24/2023,WORKS REGISTRATION,T3209506576,Reconciled
63177017,EL NINO DE LOS COPALES,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",08/24/2023,WORKS REGISTRATION,T3209506576,Reconciled
63339934,EL QUE QUIERO QUE ME QUIERA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/05/2023,WORKS REGISTRATION,T3211614103,Pending Society Review
63339934,EL QUE QUIERO QUE ME QUIERA,W," ",RIOS ECHEVERRIA ADRIANA ISABEL (MS),100.00,01113815000,"BMI     ",09/05/2023,WORKS REGISTRATION,T3211614103,Pending Society Review
63343609,EL AVIONETERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/06/2023,WORKS REGISTRATION,T3211613940,Pending Society Review
63343609,EL AVIONETERO,W," ",AMARO MANUEL MOLINA,100.00,01146719643,"BMI     ",09/06/2023,WORKS REGISTRATION,T3211613940,Pending Society Review
63448017,EL MORRO PIRATA,W," ",LOPEZ GUERRERO ABRAHAM,33.34,00607917826,"BMI     ",09/14/2023,WORKS REGISTRATION,T3212703845,Reconciled
63448017,EL MORRO PIRATA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/14/2023,WORKS REGISTRATION,T3212703845,Reconciled
63448017,EL MORRO PIRATA,W," ",CARAZA MEJIA DANIEL,33.33,00826174435,"BMI     ",09/14/2023,WORKS REGISTRATION,T3212703845,Reconciled
63448017,EL MORRO PIRATA,W," ",CHAVEZ RODRIGUEZ JESUS ENRIQUE,33.33,01133125311,"BMI     ",09/14/2023,WORKS REGISTRATION,T3212703845,Reconciled
63504130,EL LUISON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/20/2023,WORKS REGISTRATION,T3213616543,Reconciled
63504130,EL LUISON,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",09/20/2023,WORKS REGISTRATION,T3213616543,Reconciled
63504162,DOLARES DE A 100,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/20/2023,WORKS REGISTRATION,T3213551050,Reconciled
63504162,DOLARES DE A 100,W," ",ALVARADO GALVAN OSCAR EDUARDO,100.00,00765797181,"NA      ",09/20/2023,WORKS REGISTRATION,T3213551050,Reconciled
63504176,LOS CONSEJOS DE LA VIDA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/20/2023,WORKS REGISTRATION,T3213551254,Reconciled
63504176,LOS CONSEJOS DE LA VIDA,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",09/20/2023,WORKS REGISTRATION,T3213551254,Reconciled
63757361,SE VEIA VENIR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/06/2023,WORKS REGISTRATION,T3215423528,Reconciled
63757361,SE VEIA VENIR,W," ",GUERRERO HECTOR ENRIQUE,100.00,00754824615,"BMI     ",10/06/2023,WORKS REGISTRATION,T3215423528,Reconciled
63758100,EL SCAR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/06/2023,WORKS REGISTRATION,T3215488969,Reconciled
63758100,EL SCAR,W," ",REYES FERNANDO VALENZUELA MR,100.00,00382436942,"BMI     ",10/06/2023,WORKS REGISTRATION,T3215488969,Reconciled
63851960,EL P8,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/15/2023,WORKS REGISTRATION,T3218620196,Reconciled
63851960,EL P8,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",10/15/2023,WORKS REGISTRATION,T3218620196,Reconciled
63894872,PA MI SAN JUDIATS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/19/2023,WORKS REGISTRATION,T3218521730,Reconciled
63894872,PA MI SAN JUDIATS,W," ",CHACON MADRID EDER HABIB SR MR,100.00,01113093700,"BMI     ",10/19/2023,WORKS REGISTRATION,T3218521730,Reconciled
64029965,NO JALO CONTIGO,W," ",CABRERA INZUNZA GEOVANI,100.00,00541699329,"BMI     ",10/25/2023,WORKS REGISTRATION,T3218371978,Reconciled
64029965,NO JALO CONTIGO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/25/2023,WORKS REGISTRATION,T3218371978,Reconciled
64029966,LA FIESTA DEL SOMBRERO,W," ",CABRERA INZUNZA GEOVANI,100.00,00541699329,"BMI     ",10/25/2023,WORKS REGISTRATION,T3218468812,Reconciled
64029966,LA FIESTA DEL SOMBRERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/25/2023,WORKS REGISTRATION,T3218468812,Reconciled
64050839,NO SOY QUIEN PA DECIR QUE NO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/27/2023,WORKS REGISTRATION,T3218454203,Reconciled
64050839,NO SOY QUIEN PA DECIR QUE NO,W," ",SANCHEZ JOHAN MANUEL MR,100.00,01208009788,"BMI     ",10/27/2023,WORKS REGISTRATION,T3218454203,Reconciled
64195574,LA SANTA MUERTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220961713,Reconciled
64195574,LA SANTA MUERTE,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220961713,Reconciled
64195660,ME DECIAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220962001,Reconciled
64195660,ME DECIAN,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220962001,Reconciled
64195725,HOY ME ENFIESTO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220961699,Reconciled
64195725,HOY ME ENFIESTO,W," ",MURILLO ZAZUETA MIGUEL GUADALUPE MR,100.00,01107107016,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220961699,Reconciled
64195744,ANTONIO MONTANA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220855090,Reconciled
64195744,ANTONIO MONTANA,W," ",REYES FERNANDO VALENZUELA MR,100.00,00382436942,"BMI     ",11/08/2023,WORKS REGISTRATION,T3220855090,Reconciled
64287076,SE ME SOLTA EL HOCICO,W," ",MARTINEZ MIER AARON MIJAIL,100.00,00350950274,"SACM    ",11/13/2023,CUE SHEET,"           ",Not Eligible for Current Phase
64287076,SE ME SOLTA EL HOCICO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/13/2023,CUE SHEET,"           ",Not Eligible for Current Phase
64387511,LOS PILARES DEL VIEJO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/22/2023,WORKS REGISTRATION,T3223120530,Reconciled
64387511,LOS PILARES DEL VIEJO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",11/22/2023,WORKS REGISTRATION,T3223120530,Reconciled
64387517,EL FLACO ESPINO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/22/2023,WORKS REGISTRATION,T3223120449,Reconciled
